,Number_Episode,Dates,Detectives,Title,Place,Links,Ratings,Ratingcounts,TV_stations,Amount_actors,Story,Director,Script,Camera,Story_words_amount,Story_len,Amount_Director,Amount_Script,Amount_Camera,Viewers_absolute,Viewers_%,Ranking,Ranking_after_1990,Ranking_city,Ranking_city_after_1990,Actors,Year,Month,Day,Ratings_simple
755,347,1996-11-24,Palu,Der Entscheider,Saarbrücken,https://www.tatort-blog.de/folgen/tatort-saarbruecken/der-entscheider/,2.7,26.0,SR,13,"Der kurdische Asylant Eman Özay wird im grenznahen Frankreich erschossen aufgefunden. Alles deutet zunächst auf einen politischen Mord hin. Denn Özay, in seiner türkischen Heimat ein regierungskritischer Journalist, war im Besitz brisanter Papiere. Bei der Obduktion stellt sich jedoch heraus, dass dem Opfer kurz zuvor eine Niere fachgerecht entnommen wurde. Dann wird auch noch Özays Frau, kurz nach der Entbindung, von zwei türkischen Dunkelmännern aus dem Krankenhaus entführt. Kommissar Max Palu nimmt die Ermittlungen auf. Bei der Frage, wie der scheinbar politisch motivierte Mord mit der Nierenoperation zusammenhängt, stößt Palu bald auf den Asyl-Entscheider und die Amtsärztin. Als Palus Freundin das Kind der Özays entführt, um es vor dem Zugriff der deutschen Behörden zu schützen, überstürzen sich die Ereignisse... ",Martin Buchhorn,"Jochen Senf, Michael Syefried",Klaus Peter Weber ,120,829,1,2,1,8.39,22.1,768.0,566.0,21.0,4.0,"['Jochen Senf', 'Hermann Lause', 'Simon Licht', 'Tilo Prückner', 'Aykut Kayacik', 'Hasan Ali Mete', 'Iris Junik', 'Ingrid Braun', 'Carina Barone', 'Fatma Genc', 'Karl-Heinz Gierke', 'Arno Jos Graf', 'Tayfun Bademsoy', nan, nan, nan, nan, nan, nan, nan]",1996,11,24,27
756,346,1996-10-11,Roiter/Zorowski,Krokodilwächter,Berlin,https://www.tatort-blog.de/folgen/tatort-berlin/krokodilwaechter/,2.1,47.0,SFB,12,"Eine Briefbombe explodiert in einem Postauto, ein Postangestellter wird getötet. Hauptkommissar Roiter und sein Kollege Zorowski übernehmen die Ermittlungen. Doch zunächst tappen sie im Dunkeln. Solange das Labor die Überreste des Päckchens nicht analysiert hat, können sie nichts tun. Dann geschieht ein weiterer Mord, der auf den ersten Blick mit der Explosion in dem Postwagen nichts zu tun zu haben scheint: Die Leiche der jungen Russin Irina wird im Stadtforst gefunden, und die Polizisten stoßen auf die Spur eines Mafia-Rings. Junge Frauen werden aus Rußland illegal nach Berlin eingeschleust. Gleich nach der Ankunft im goldenen Westen werden sie an Bordelle ?vermietet?. Die Mafia kassiert einen Prozentsatz der Einnahmen von den Bordellbesitzern. Das Ganze funktioniert nach dem Prinzip eines alten russischen Sprichwortes: Du kriegst das Fleisch, aber ich die Knochen. Irinas Schwester Nadja ist in höchster Gefahr, denn sie war Zeugin des Mordes an Irina und konnte im letzten Augenblick fliehen. Jetzt versteckt sie sich vor der Mafia; sie weiß, daß auch sie in tödlicher Gefahr ist. Als Roiter und Zorowski endlich Licht in den Fall gebracht haben, stellen sie fest, daß die Briefbombe und Irinas Ermordung in direktem Zusammenhang stehen. Ein Wettlauf mit der Zeit beginnt... ",Berno Kürten,Andreas Pflüger,Michael Wiesweg ,197,1291,1,1,1,7.3,20.0,926.0,724.0,69.0,53.0,"['Robinson Reichel', 'Winfried Glatzeder', 'Dirk Martens', 'Rüdiger Matzeit', 'Wolfram Teufel', 'Hermann Lause', 'Michael Kind', 'Nadeshda Brennicke', 'Theresa Hübchen', 'Stefan Jürgens', 'Thomas Ahrens', 'Karl Kranzkowski', nan, nan, nan, nan, nan, nan, nan, nan]",1996,10,11,21
757,345,1996-10-27,Stoever/Brockmöller,Parteifreunde,Hamburg,https://www.tatort-blog.de/folgen/tatort-hamburg/parteifreunde/,3.2,94.0,NDR,12,"Wolf Hancke ist ein machtbesessener und ebenso kühler Politiker. Nun ist er zu Gast auf dem Landsitz des ehemaligen Parteichefs Eberhard Sudhoff, um sich dessen Zustimmung für die bevorstehende Wahl zum Landesvorsitzenden zu holen. Damit will er in die Fußstapfen des erst kürzlich zurückgetretenen Senators Priebeck treten. Noch am selben Abend wird vor Hanckes Haus der zwielichtige Zeitschriftenvertreter Fred Schirmer erschossen. Die Hauptkommissare Paul Stoever und Peter Brockmöller befragen den eintreffenden Politiker nach dessen Beziehung zu Schirmer und erfahren, dass der Ermordete hin und wieder für ihn gearbeitet habe. Am nächsten Tag verweigert Sudhoff Hancke überraschend das Alibi und macht ihn dadurch zum Hauptverdächtigen. Wer von beiden lügt und warum? Sudhoffs Verhalten demontiert Hanckes Parteiposition blitzartig: Der Name des Parteikandidaten taucht sofort in Verbindung mit dem Mordfall auf den Titelseiten der Presse auf. Stoever und Brockmöller sind gezwungen, sich durch ein Netz von Beziehungen und politischen Intrigen zu kämpfen. Die Recherchen ergeben, dass Fred Schirmer ein Doppelleben führte. Auf der einen Seite lebte der Kleinkriminelle bei einer Freundin auf dem Lande, auf der anderen Seite hatte er ein luxuriöses Appartement gemietet, in dem er offenbar regelmäßig Frauenbesuch empfing... ",Ulrich Stark,Detlef Müller,Manfred Ensinger ,189,1332,1,1,1,9.11,25.0,520.0,318.0,49.0,28.0,"['Manfred Krug', 'Charles Brauer', 'Dietmar Mues', 'Roland Renner', 'Charlotte Schwab', 'Angela Stresemann', 'Rolf Hoppe', 'Sven-Eric Bechtolf', 'Marion Breckwoldt', 'Kurt Hart', 'Christoph Bantzer', 'Nils Kasiske', nan, nan, nan, nan, nan, nan, nan, nan]",1996,10,27,32
758,344,1996-10-13,Roiter/Zorowski,Buntes Wasser,Berlin,https://www.tatort-blog.de/folgen/tatort-berlin/buntes-wasser/,2.0,47.0,SFB,9,"Hauptkommissar Ernst Roiter und sein Assistent Michael ""Zorro"" Zorowski werden mit einem Mord konfrontiert, der in die Zeit vor dem Fall der Berliner Mauer zurückführt. Als sie der Wahrheit zu nahe kommen, geraten sie selbst in Lebensgefahr. Die Spätfolgen illegaler Müll-Schiebereien zwischen West und Ost bedrohen aber nicht nur die Dunkelmänner von der Müll-Connection und ihre Verfolger vom Morddezernat. ""Buntes Wasser"" wird zur lebensgefährlichen Falle für spielende Kinder... ",Pete Ariel,Uwe Saeger,Matthias Tschiedel ,69,483,1,1,1,7.63,22.1,781.0,579.0,56.0,4.0,"['Winfried Glatzeder', 'Robinson Reichel', 'Swetlana Schönfeld', 'Stefanie Stappenbeck', 'Florian Martens', 'Ulrike Krumbiegel', 'André Hennicke', 'Volkmar Kleinert', 'Imogen Kogge', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1996,10,13,20
759,343,1996-06-10,Odenthal/Kopper,Der kalte Tod,Ludwigshafen,https://www.tatort-blog.de/folgen/tatort-ludwigshafen/der-kalte-tod/,3.4,163.0,SWF,8,"Professor Dr. Sorensky, Musikliebhaber und Feingeist der Extraklasse, ist der Liebling der Pathologie. Er seziert Leichen, bestimmt zielsicher die Todesursache und ist dabei ein Mann von ausgesuchtem Humor - und er ist ein Mörder, geschickt und kaltblütig. Zumindest ist Hauptkommissarin Lena Odenthal fest davon überzeugt. Stella, Sorenskys Geliebte, ist spurlos verschwunden. Die Indizien weisen auf ein brutales Gewaltverbrechen hin. Hendryk Dornbusch, Stellas Freund, ist seitdem untergetaucht. Er scheint dringend tatverdächtig, zumal er am Tatort gesehen wurde. Lena Odenthal und ihr Kollege Mario Kopper machen sich auf die Suche nach Hendryk und der toten Stella. Währenddessen beginnt Professor Sorensky ein merkwürdiges Spiel. Er sucht die Nähe der Kommissarin, gibt ihr versteckte Hinweise, macht sie zu seiner Vertrauten. Lena Odenthal lässt sich scheinbar ins Vertrauen ziehen und lernt einen eindrucksvollen, überaus kultivierten und erfolgreichen Mann kennen, der sein Handwerk keineswegs emotionslos betreibt... ",Nina Grosse,Sascha Arango,Hans-Jörg Allgeier ,141,1028,1,1,1,9.16,26.1,423.0,221.0,12.0,2.0,"['Ulrike Folkerts', 'Andreas Hoppe', 'Joachim Regelien', 'Sophie von Kessel', 'Hans-Günter Martens', 'Rudolf Kowalski', 'Johannes Brandrup', 'Matthias Habich', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1996,06,10,34
760,342,1996-09-29,Bienzle,Bienzle und der Traum vom Glück,Stuttgart,https://www.tatort-blog.de/folgen/tatort-stuttgart/bienzle-und-der-traum-vom-glueck/,3.0,66.0,SDR,12,"Zanker ist ein schwäbischer Unternehmer vom alten Schlag. Mit der Kelle in der Hand hat er sein Unternehmen aufgebaut und in Geschäftsdingen lässt er sich von niemandem etwas sagen. Schon gar nicht von seinem Schwiegersohn und Juniorchef Schweikardt. Der hat jedoch eigene Pläne. Im Steinbruch der Baufirma Zanker lagert er illegal den hochgiftigen Müll eines Recycling-Unternehmers. Ein lukratives Nebengeschäft.  Als aber bei einer Sprengung ein englischer Arbeiter tödlich verunglückt, beginnt Bienzle im Steinbruch zu recherchieren. Er vermutet, dass es sich nicht um einen Unfall handelt, sondern um Mord. Der blutige Höhepunkt eines Konfliktes zwischen deutschen Arbeitern und der Billiglohn-Konkurenz aus England. Dieser Verdacht erweist sich zwar als falsch, führt aber zu einer überraschenden Entdeckung. Bei der Obduktion der Leiche erweist sich, dass der Verunglückte mit hochgiftigen Substanzen in Berührung gekommen sein muss. Doch bevor die Polizei den Steinbruch absuchen kann, hat Schweikardt schon den Abtransport der Giftfässer veranlasst.  Die Verhöre der Arbeiter bringen Bienzles Ermittlungen nicht weiter. Auch Klara, die Wirtin der Baustellen-Kantine, schweigt zunächst. Ihr Verlobter, der am Transport der Fässer beteiligt war, wird mit schweren Vergiftungen ins Krankenhaus gebracht. Als er schließlich an den Folgen stirbt, hat Klara nichts mehr zu verlieren. Sie teilt Bienzle mit, was sie über Schweikardts Machenschaften weiß. Doch auch Zanker ist inzwischen über die kriminellen Geschäfte seines Schwiegersohns informiert. In einem Rohbau, in schwindelnder Höhe, kommt es zur letzten Auseinandersetzung...  ",Dieter Schlotterbeck,Felix Huby,Heribert Schuster ,231,1637,1,1,1,7.47,23.0,693.0,491.0,48.0,3.0,"['Dietz-Werner Steck', 'Friedrich-Karl Praetorius', 'Rita Russek', 'Klaus Spürkel', 'Matthias Ponnier', 'Rüdiger Wandel', 'Bernd Grann', 'Karoline Eichhorn', 'Dieter Eppler', 'Veronika Fitz', 'Hubertus Gertzen', 'Tatjana Blacher', nan, nan, nan, nan, nan, nan, nan, nan]",1996,09,29,30
761,341,1996-09-22,Batic/Leitmayr,Schattenwelt,München,https://www.tatort-blog.de/folgen/tatort-muenchen/schattenwelt/,3.4,105.0,BR,14,"Ingmar Borg verdient sein Geld mit Wohltätigkeit. Nach einer Benefiz-Veranstaltung fährt er angetrunken eine Obdachlose an. In Panik, durch den Unfall seinen Ruf und damit seine Karriere zu ruinieren, überfährt er die Frau ein zweites Mal. Diesmal tödlich. Die Kommissare Ivo Batic und Franz Leitmayr, die den Fall übernehmen, stoßen bei ihren Ermittlungen auf eine hermetisch abgeschlossene Welt. Die öffentlichen Stellen behindern die Ermittlungen, die Obdachlosen schweigen. Die Kommissare ahnen nicht, dass es einen Zeugen gibt: ""Bombadil"", der gemeinsam mit Sarah, der Getöteten, auf der Straße gelebt hat. Doch Bombadil, der vom Rechtsverständnis der Gesellschaft enttäuschte, ehemalige Anwalt Dr. Bomberg, misstraut Polizei und Justiz. Er wendet sich in seinem Schmerz an den ""Raben"", der eine kleine, aber gut organisierte Gruppe von Obdachlosen anführt. Obgleich der Rabe hehre Ziele verfolgt und für eine Verbesserung der Lebenssituation der Obdachlosen kämpft, sind seine Methoden fragwürdig. Bombadil begreift zunächst nicht, dass der Rabe sich seiner nur annimmt, weil er hofft, aus Sarahs Tod Kapital schlagen zu können. Zusammen mit seinen Leuten erpresst er Borg. Doch Borg, der immer noch glaubt, die Situation im Griff zu haben, reagiert nicht einmal, als seine Freundin Michelle bei Fotoaufnahmen vom Raben und seiner Gruppe überfallen wird...  ",Josef Rödl,"Joachim Masannek, Josef Rödl",Volker Tittel ,200,1364,1,2,1,8.37,24.1,596.0,394.0,63.0,3.0,"['Miroslav Nemec', 'Udo Wachtveitl', 'Dominic Raacke', 'Marion Mitterhammer', 'Peter Rappenglück', 'Viktor Schenkel', 'Erwin Leder', 'Lisa Kreuzer', 'Karl Friedrich', 'Michael Fitz', 'Bruno Ganz', 'Rosemarie Gerstenberg', 'Luise Kinseher', 'Peter Bachmayer', nan, nan, nan, nan, nan, nan]",1996,09,22,34
762,340,1996-08-09,Odenthal,Schlaflose Nächte,Ludwigshafen,https://www.tatort-blog.de/folgen/tatort-ludwigshafen/schlaflose-naechte/,2.9,34.0,SWF,9,"Hauptkommissarin Lena Odenthal wird mit dem Tod einer Schülerin konfrontiert und muss am Ende nicht nur einen, sondern auch noch einen zweiten Mord aufklären. Unterstützt wird sie dabei von zwei tatkräftigen, erfahrenen Assistenten: Karin Fellner und Ferdi Robotka. Es beginnt mit einem rauschenden Abiturfest. Die Schülerinnen des St. Ursula-Gymnasiums feiern. Nur Christine Becker nicht. Sie steht draußen auf der Terrasse und wartet. Minuten später ist sie tot. Ein Hochhaussturz, für den es keine Zeugen gibt. War es ein Unfall? Oder Selbstmord? Die Obduktion deutet auf einen kaltblütigen Mord hin. Lena Odenthal ermittelt unter den Schülern und hat eine geheimnisvolle Informantin: Anna, Zimmerpartnerin und enge Freundin der Toten. Das Problem: Anna hat Angst und Lena Odenthal ahnt auch vor wem. Christine Becker hatte zuletzt ein Verhältnis mit Möbelhausbesitzer Lottmann, dem Vorsitzenden der Internatsstiftung. Lottmann ist ein gerissener Geschäftsmann. Das bescheidene, renommierte Einrichtungshaus seines Schwiegervaters hat er in kurzer Zeit zum regionalen Marktführer ausgebaut. Lottmann tanzt auf vielen Hochzeiten, ist nebenbei auch Vorsitzender des Eishockeyclubs. Ansonsten genießt er das Leben in vollen Zügen, wechselt seine Krawatten ebenso häufig wie seine Freundinnen. Den Belastungen der Kommissarin hält er zunächst mühelos stand. Doch dann passiert etwas Ungeheuerliches: Charly, Lottmanns Sohn aus erster Ehe, wird ermordet. Und Lottmann ist plötzlich getroffen, zeigt Wirkung. Nach und nach gibt er preis, warum es Menschen gibt, die ihn zutiefst hassen. Lena Odenthal taucht hinab in die Geheimnisse einer skrupellosen Existenz... ",Hartmut Schön,Hartmut Schön,Hans-Jörg Allgeier ,233,1661,1,1,1,7.92,23.1,687.0,485.0,34.0,34.0,"['Ulrike Folkerts', 'Jürgen Schmidt', 'Ingrid van Bergen', 'Antje Westermann', 'Steffen Münster', 'Hans-Günter Martens', 'Rolf Hoppe', 'Hedi Kriegeskotte', 'Ulrike Bliefert', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1996,08,09,29
763,339,1996-07-28,Roiter/Zorowski,Der Phoenix-Deal,Berlin,https://www.tatort-blog.de/folgen/tatort-berlin/der-phoenix-deal/,2.0,56.0,SFB,15,"Persico ist Penner, Mitte 40, mit ziemlich losem Mundwerk, aber auch mit eigenwilligem Charme. Er soll in einer TV-Talkshow zum Thema ""Aussteiger"" einem Bestseller-Autor und Edel-Aussteiger namens Florsheim Kontra bieten. In der Werbepause wird Persico auf der Studio-Toilette tot aufgefunden. Die Obduktion ergibt Hinweise auf die Anwendung eines extrem starken Elektroschockgerätes als Tatwaffe. Hauptkommissar Roiter und sein Assistent Zorowski verdächtigen zunächst den windigen Dizzi, der als ""Scout"" die Gäste für die Talkshow besorgt und nachweislich in der Nähe des Tatortes war. Alles deutet darauf hin, dass Dizzi und Persico irgendeinen Deal geplant hatten. Bei ihren Ermittlungen stossen Roiter und Zorowski auf allerlei Merkwürdigkeiten: Der angebliche Penner hatte nicht nur eine feste Wohnung, sondern offenbar auch eine Vorliebe für asiatische Kunst. Abbildungen eines Schmuck-Amuletts in Form eines Phönix tauchen gleich mehrfach auf. Geschätzter Wert: eine halbe Million. Die Ermittler finden heraus, dass Persico in Wirklichkeit Lamberz hieß und bis zur Wende gemeinsam mit eben jenem Florsheim und einem gewissen Dr. Hassler ein übles Geschäft betrieben hatte: Für die Stasi machten sie als sogenannte ""Offiziere im besonderen Einsatz"" Jagd auf wertvolle private Kunstsammlungen, die an den Westen für Devisen verkauft wurden... ",Peter Ristau,Frank Grützbach,Arthur W. Ahrweiler ,190,1349,1,1,1,4.96,18.1,1025.0,823.0,75.0,5.0,"['Robinson Reichel', 'Winfried Glatzeder', 'Tilo Prückner', 'Rainer Strecker', 'Katja Woywood', 'Arno Wyzniewski', 'Esther Linkenbach', 'Thomas Wolff', 'Katja Kurze', 'Michael Gwisdek', 'Judith Engel', 'Hans Peter Hallwachs', 'Wilfried Hochholdinger', 'Udo Kroschwald', 'Gerd Blahuschek', nan, nan, nan, nan, nan]",1996,07,28,20
764,338,1996-07-14,Becker,Mein ist die Rache,Wien,https://www.tatort-blog.de/folgen/tatort-wien/mein-ist-die-rache/,3.0,31.0,ORF,8,"Einbrecher Fritz wird unversehens zum Mörder, als er in dem scheinbar unbewohnten Einfamilienhaus ein achtjähriges Mädchen antrifft und sich mit dem heimkehrenden Vater einen Schusswechsel liefert. Die Kleine stirbt, die Flucht misslingt, und Fritz wandert hinter Gitter. Doch der Vater des Kindes, von Beruf Kriminalbeamter, ist mit der Strafe nicht zufrieden. Seine Äußerung über Selbstjustiz vor der Presse kostet ihn den Job. Zehn Jahre später soll Fritz wegen guter Führung vorzeitig entlassen werden. Diese Neuigkeit überbringt ihm seine Therapeutin Silvia, die wenig später ermordet aufgefunden wird. Weil Fritz mit ihr im Clinch lag, steht er erneut unter Mordverdacht. Der beauftragte Kommissar Max Becker ist jedenfalls von Fritz' neuer Schuld überzeugt. Zu stark steht Becker noch unter dem Eindruck des ersten Falls, denn er ist ein guter Freund jenes Kollegen, der vor zehn Jahren seine Tochter verlor. Der vermeintliche Täter unternimmt derweil wieder einen Fluchtversuch. Unter dem Druck der Sensationspresse begeht Fritz schließlich Selbstmord. Da schaltet sich Beckers Mitarbeiterin Lou Hareter ein. Sie beginnt auf eigene Faust zu recherchieren. Denn sie hat - im Gegensatz zu ihrem Chef - den Ex-Kommissar in Verdacht, der seit dem Tod seiner Tochter nicht mehr auf den rechten Weg zurück gefunden hat... ",Houchang Allahyari,Houchang Allahyari,Wolfgang Koch ,198,1324,1,1,1,5.87,23.0,691.0,489.0,37.0,2.0,"['Klaus Wildbolz', 'Walter Sedlak', 'Margot Vuga', 'Cecile Nordegg', 'Wolfgang Hübsch', 'Gerhard Dorfer', 'Andrea Händler', 'Michael Bukowski', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1996,07,14,30
765,337,1996-07-07,Batic/Leitmayr,Aida,München,https://www.tatort-blog.de/folgen/tatort-muenchen/aida/,2.6,88.0,BR,11,"Kurz vor der Premiere der Oper ""Aida"" kommt es bei einer Durchlaufprobe in der Oper zum Krach. Der despotische Dirigent Hubert Kramitz legt sich in einem Rundumschlag mit allen an. Am nächsten Tag wird er ermordet aufgefunden. Die beiden Hauptkommissare der Münchner Kripo, Franz Leitmayr und Ivo Batic finden sich in einer für sie ziemlich exotischen Atmosphäre von Premierenfieber, künstlerischen Eitelkeiten und Kantinenklatsch wieder. Daß die beiden auch noch erkältet sind, ist nicht sehr hilfreich für ihre Ermittlungen. So kurz vor der Premiere werden sie gemieden, als hätten sie die Pest. Aus dem Ensemble der Aufführung hätten einige Mitglieder guten Grund gehabt, dem Dirigenten den Tod zu wünschen. Nicht nur die Sängerin der Aida, Anita Kaden hatte Krach mit Kramitz, sondern auch der Regisseur Wickert, der ausgemusterte Flötist Rücker und ein junger Chorsänger, der Tenor Harald Landau, stehen auf der Liste der Verdächtigen. Trotz vieler Anhaltspunkte kommen die Kommissare nur zögernd voran. Als am nächsten Morgen der berühmte Tenor Bassano mit dem unbeholfenen ""Soldaten"" Landau eine Auseinandersetzung auf der Bühne hat, kommt es zu einem Eklat zwischen der Kaden, Wickert und Bassano. Kurze Zeit später stirbt Bassano an einem akuten Asthmaanfall...  ",Klaus Emmerich,Wolfgang Hesse,Klaus Merkel ,193,1272,1,1,1,7.22,24.0,597.0,395.0,64.0,4.0,"['Udo Wachtveitl', 'Miroslav Nemec', 'Fred Stillkrauth', 'Felix von Manteuffel', 'Angelika Bartsch', 'Victor Schefé', 'Carola Regnier', 'Michael Habek', 'Janina Hartwig', 'Gert Anthoff', 'Reri Grist', nan, nan, nan, nan, nan, nan, nan, nan, nan]",1996,07,07,26
